epoch,step,trainLoss
49,49,0.6540945172309875
99,99,0.0082633625715971
149,149,0.0020699433516710997
199,199,0.0023392008151859045
249,249,0.003052840707823634
299,299,0.0006904649781063199
349,349,0.0011534055229276419
399,399,0.002234830055385828
449,449,0.0006508371443487704
499,499,0.000882304972037673
549,549,0.0016268306644633412
599,599,0.0006457885028794408
649,649,0.0005386167322285473
699,699,0.0008970225462689996
749,749,0.00031393987592309713
799,799,0.0004683490260504186
849,849,0.0010385889327153563
899,899,0.0002505637239664793
